Industry,Stage,Revenue,Company_Age,Profit_Margin,Employee_Count,Growth_Rate,Operating_Expenses,Net_Profit,Marketing_Budget,R&D_Budget,Operations_Cost,Salaries,Legal_Compliance,Miscellaneous
Tech,Growth-stage,9662695,16,12.826173649165266,808,3.699306605105841,5335279,3090703,912737.238429412,558579.3475670383,2659831.895765987,7480531.333333333,217089.58978899807,375315.1138444305
Tech,Growth-stage,224448,5,3.0862920382303454,192,7.644979005742687,3848859,178158,20671.25537733194,30074.466913840868,2006138.3788214105,1395056.0,6402.428384020975,3284.7957975563063
Manufacturing,Growth-stage,3667251,13,15.311307040364976,137,2.070538958620528,6809998,3898995,426226.4611313448,452950.2582378907,4504768.125818346,1329722.0,62185.16793208111,66139.67977079011
Healthcare,Growth-stage,4376275,12,1.0675260557898554,368,8.677852541993886,3203778,1557816,711359.1881435781,523991.25442477077,1672476.5112002986,2249798.6666666665,173400.62572964586,170354.1955171511
Finance,Seed,2254173,16,0.8967967290170549,268,30.031418961763073,778925,825749,218380.12942768977,154999.19839935369,496808.21133594774,2010938.0,62848.10231197643,24695.784890730447
Healthcare,Growth-stage,7287780,7,22.38683077215915,132,43.71043706939284,2045351,3815147,765073.3757009065,701002.3136744443,1226475.6504759945,674498.0,313655.8707982238,123864.89214113729
Tech,Seed,3537028,15,16.189770612623704,729,0.9850001102997634,1137719,698255,600088.1418964054,144070.5139947839,500674.46617005504,5705518.5,126889.49948239254,98603.67159827355
Finance,Early-stage,4755285,4,21.936249334445026,76,3.7973196959143216,6942627,517973,916068.4872335098,241963.5434063441,4783090.84329182,671700.6666666666,131135.2953403388,196853.97244993827
Tech,Early-stage,6277018,3,-4.299990677881162,243,40.0325299435916,3057165,2833375,517125.091848402,220683.58367826467,2113363.653531916,2246170.5,136983.6565549022,156369.12245849083
Finance,Early-stage,6203990,13,29.211061490145774,468,0.9099753890799596,76003,2968832,530910.6865569643,815997.8955537562,36441.45176700205,4388241.0,250569.2222840163,219499.55831322915
Healthcare,Early-stage,6345856,10,28.655347526675214,120,-2.7230054815293334,6097076,2914347,885673.6456344104,924534.1393314371,3145481.0222409167,1107530.0,241445.5372724719,295431.5408141992
Retail,Seed,1655569,7,19.447062761174813,320,37.37796450628751,5586064,4175041,193506.10741301326,213061.80888762645,3069812.6285548992,1202373.3333333333,59584.7452962466,58039.23979127483
Manufacturing,Early-stage,237622,16,2.855090369277484,627,32.79544773187199,2592228,3669732,28371.366554241045,18563.408247196636,1121634.3941085455,4417685.25,5131.218679051846,10672.7775886583
Manufacturing,Seed,1938331,10,2.3789414491133183,297,30.44498781341329,3293970,1854271,360530.90046738996,166888.70740963856,1465110.4260024393,2441513.25,58228.705930159034,90670.7928846319
Tech,Seed,2172012,19,32.85520621578271,337,-2.110890775031657,1805010,4935463,130510.38459938085,108391.14614202916,968986.3857392548,1791379.6666666667,90886.92355274323,100397.33990640283
Healthcare,Early-stage,7906365,1,1.0327485133020922,542,19.894942943811124,7950324,1305606,1318706.3533725478,1099141.494027876,4181462.136443878,5371942.666666667,194917.88893697766,103587.1811253697
Healthcare,Mature,4545575,4,29.697740301001204,621,19.235889285326913,3544521,1315707,879388.9810345348,209319.75691581448,2353177.054079136,4789255.5,87785.10907520971,82617.61757268275
Retail,Mature,9047761,2,31.04928980556363,223,18.865614110072,7499136,2249837,1069657.5117441257,354547.76333696325,4073791.0233476534,1397299.4166666667,211595.80404557363,354735.87564228725
Retail,Growth-stage,8519500,13,7.111048852681666,899,-4.785852016699177,1962534,63120,838304.3918567928,551077.9008652921,993404.1445700142,3506849.1666666665,170219.36194394724,334625.742082727
Healthcare,Growth-stage,8046388,17,16.465245844105116,78,45.93297958575427,6982375,235139,1068314.876902578,407799.9402032776,4690145.1428507585,312533.0,117320.93665130349,212469.3932578738
Tech,Growth-stage,9120466,19,23.17044750139003,929,42.24132525267259,1424371,1362517,1179887.5911044516,827008.7375458416,960117.781548432,4159133.0,150750.09544732128,316505.6040095024
Retail,Seed,3138099,14,5.6550806313908115,78,14.982211073437039,3002971,357536,361336.24489391,250460.34723523018,1646324.5508500566,765700.0,154023.3171214886,151336.0083713232
Finance,Mature,4380213,11,7.257626864282589,506,28.790446717025617,3719638,4722252,453083.6828200062,437237.67579596996,2406387.1469952,3495827.5,105894.94383006245,153503.7015861495
Tech,Mature,2831674,2,35.96762695974563,417,-1.4877872261329799,1763075,598777,538936.8067461539,99691.06993036854,960312.3652880215,3381870.0,31483.238549823043,114947.79063150985
Finance,Seed,8220785,6,8.683398955023478,406,1.4934174143885848,816902,4007366,1304049.2502687755,355417.9730553093,545948.7009942832,3054033.5,178084.76668971084,93595.66187733429
Manufacturing,Growth-stage,7421842,17,30.403112446261282,527,48.0876633570277,1264952,964659,475083.4506294734,807276.6201923962,853001.7806988205,3492604.6666666665,128331.97157535345,220670.9040586631
Retail,Seed,6528198,14,14.317180902431833,959,28.89573629313255,2175307,89050,1215904.8784959642,565253.158226871,913339.5298631826,8969606.916666666,155055.65739403118,173955.3372610157
Tech,Mature,4478973,6,16.842799827569554,895,31.11821452543078,931614,3191475,510989.7016683042,516314.017143814,419812.05457757664,5313316.666666667,52492.42726132504,146728.34226428866
Finance,Early-stage,6817511,11,11.093760962195773,68,46.97582832281577,7225279,1193956,678536.2388269837,864170.0032202398,3942570.5227552243,521424.0,273654.1650442578,264675.5622620732
Retail,Mature,9724026,17,17.930108065458565,203,40.56194673095635,5348101,1382242,769301.9434443717,464427.43617991725,2508607.79165423,860026.4166666666,144214.8036263441,126682.45238031047
Healthcare,Growth-stage,1739642,18,-1.7058812344241474,638,40.76111615486991,3432324,4211698,332282.94732166274,193890.92728510374,1589728.3422537136,3547120.5,42968.200448735224,27898.379409933805
Retail,Seed,5819406,5,14.452697540050032,562,36.07113130173999,1695615,1182555,880989.6325210384,197708.92266777973,1164903.2101707207,2198544.0,165765.3711215484,167567.80885523735
Finance,Mature,1360578,19,27.134931381436168,988,11.198698175859086,951324,223215,218402.5493956469,51746.019742812015,526135.9629436575,4561843.0,55903.308386513905,65381.6613097587
Manufacturing,Early-stage,7325503,12,27.56452267163948,295,10.487434487092617,5610651,1982844,881700.1143150377,644496.671068844,2768653.8863707744,2598728.75,359925.2932643414,256045.8469981424
Healthcare,Growth-stage,600322,9,6.487710748662547,887,40.19981027177096,712833,3838028,90263.42390573114,86353.66288021207,386128.61433950235,6480052.416666667,10054.189065148867,27436.753582302234
Tech,Early-stage,8671122,16,33.15367553732373,23,5.103897828823918,3413329,1035161,975646.0635054405,679376.5461337436,2384287.939611477,156515.0,299240.10578717466,382619.0085167948
Finance,Growth-stage,8122369,3,3.835548840333429,790,49.805786285241254,3113075,3139562,1595352.500249805,1188589.8892554592,2135028.4146918072,3267440.0,339735.7480083424,126750.89544372457
Finance,Growth-stage,3722148,12,22.897197420537687,827,41.97783178085676,4385624,3987727,413995.7790798652,302224.5151320095,2132027.282516277,5259375.416666667,146330.69703218777,132064.9399477969
Retail,Growth-stage,6795002,3,31.943644910030017,86,43.38037256266889,3328519,4144468,1022320.9244550243,886301.4164281646,1854298.8575618379,507959.0,322407.216652782,167352.10167983174
Retail,Mature,8291832,7,3.8253980971445145,667,42.58680049134991,5458986,340076,1022027.1670002684,1199542.4640408908,2302995.1910304786,3652380.8333333335,308171.1450889303,137940.98036821416
Manufacturing,Mature,8801402,10,23.040322575223897,177,2.4140510260827055,1895402,-119642,1186563.0836223164,1141476.331238522,1150424.6130406677,1133921.0,351505.19423812657,169032.19788183318
Healthcare,Seed,1310340,18,-6.3005952391707885,995,42.5373834621694,5248124,3927742,122132.41005842832,103663.0392417296,3225849.4848342477,6808453.333333333,47441.288957737546,60453.53350934934
Tech,Growth-stage,4755525,3,38.58779637776875,539,9.432865493467974,478892,3342350,920294.3583024525,524120.67066419113,300815.8893491862,2132508.5833333335,185636.4106246501,158235.8073462704
Finance,Early-stage,9938268,3,9.69323191579543,324,-3.654464167543895,2413889,-214952,1819913.7883057024,760374.129963226,1175267.0438730803,2228202.0,453415.3958383979,320548.17017112667
Tech,Mature,8540018,12,22.14264130830245,762,38.792109241240446,4784581,4902959,522184.7744041078,688557.7089328854,2652184.6954611335,5950267.5,391141.9561100719,154283.5407678865
Retail,Mature,7551690,16,-5.149199140389385,320,2.6767408624614735,3442488,1799027,822084.6784845974,811407.5309922476,1606240.4745857297,2303946.6666666665,357142.4096322176,325117.3234555309
Retail,Seed,8871256,13,33.60247181260803,863,7.969205066508012,2320036,1443612,488719.43093837,573430.5750847538,1377811.8802434301,8193250.083333333,344427.40895286115,435817.73933832115
Healthcare,Seed,6789144,2,17.069388009201784,259,22.850130159688224,2836002,1756160,941743.3604171874,550539.4069264099,1173874.1774989676,1590367.9166666667,171842.64619061683,95291.07285588451
Healthcare,Mature,2300197,13,-2.4773523139478915,377,3.30740615856727,1346746,2449511,307964.51010373305,187238.07076914364,866974.1111654403,3152002.75,113010.4472456905,45337.880286499785
Manufacturing,Seed,2945034,3,-0.9294549427398948,385,33.29487188721704,6227949,2691948,289770.95436512784,188100.49121755562,4178017.3689109506,2022629.5833333333,38137.832738830926,109228.4906917546
Healthcare,Seed,7414144,8,33.1832243928491,176,25.40385541262611,1877047,-204130,894818.1776648109,800379.6784780761,771219.9587378014,1628616.0,225812.9443783838,309736.4932591208
Manufacturing,Mature,222477,6,35.809382114042734,530,26.97938275264211,3949619,1969773,24999.238721084428,12844.844968212507,2625693.5428518243,3433119.1666666665,6758.26926122352,4999.49852069879
Finance,Early-stage,529376,15,17.346834597870558,714,31.354328641067944,2798041,755836,97915.19469185053,54487.229071915215,1592288.6688278608,3820971.0,16674.808353254026,5641.4434498856845
Healthcare,Growth-stage,6052031,8,-1.1513764167618472,136,22.601598045506357,1401732,1921422,344734.5441107625,887147.3616223143,707416.7348942227,1189694.0,162619.48095909436,191863.3358168143
Tech,Early-stage,4000746,4,11.891234935972566,562,47.54923136321973,2189912,1077946,225477.5640690328,295845.0895690438,1047897.1705023602,3702315.5,53452.790006569056,198430.77659030762
Tech,Early-stage,2684457,5,14.423381724212362,356,26.870947911563686,6546207,2639775,503852.31450343115,140649.0922641255,4415637.748264056,2149290.6666666665,94269.3183080414,67628.64479809001
Tech,Growth-stage,174285,7,-7.772889393873102,296,16.140156598093665,1192525,4847390,15644.358768632505,15787.163700120716,713168.0941334993,2578604.0,6014.469998382074,2669.5476025785842
Healthcare,Early-stage,5475201,9,13.844607051742884,369,5.229049062640183,4790758,-157353,366371.36580723,692132.7549457755,3128567.225314827,2392780.5,181152.1915223134,208412.1825422843
Retail,Mature,4197066,4,34.901236639531014,995,33.85251280849583,4109462,2077371,323730.9665347617,414485.5162571972,2583096.255137302,8515873.333333334,157782.9325389343,105998.9990165427
Finance,Growth-stage,778622,6,14.874942774885149,982,16.34953476655554,2098655,3688902,64024.873760379145,105524.43730540958,1212930.3899079608,4915973.833333333,22863.83816868523,8634.574428738735
Tech,Mature,2362970,7,33.96931017051971,931,40.97674333523592,6438005,4386280,282757.9556815214,352316.1430946565,3645519.1547070737,3539041.3333333335,117062.3386439842,92831.61739398309
Healthcare,Seed,848120,15,32.389675912831606,293,6.197487552029919,7884407,4894730,97705.40860500601,94830.46206094744,4101188.661503212,1949915.0,20627.598172605434,23670.482486047236
Tech,Mature,4915560,11,27.495501658853833,842,10.209809995252662,2655262,-150211,896667.8684595791,316862.68140846625,1699651.9179513548,6087940.666666667,74696.50449911677,101289.74099735479
Healthcare,Seed,2675449,11,5.1501781018136334,763,12.580281611328353,4629897,-287826,146509.9265518531,303716.17843195715,2026922.4502819895,7350296.916666667,85258.56327914183,68141.73487008341
Healthcare,Early-stage,4647714,12,11.408960836339734,236,45.80415746993513,4187414,2746441,255028.62043465057,175233.59924416422,2335827.732952633,2017288.6666666667,60655.24343833431,82610.8587502919
Healthcare,Seed,2007861,8,4.742092324087558,792,48.29143528795144,1664010,631710,280028.0659538695,221534.71226486596,1080007.3302555778,3540108.0,69661.08892508257,85334.63863173006
Retail,Mature,2638830,4,-1.9391464013021356,791,30.45169881070541,7463041,1859249,438932.59163695225,150598.43446653767,4457309.778446449,5335295.0,67365.80541319624,108760.92699684894
Finance,Seed,3507856,14,18.344566083013138,981,36.19739054514902,2394991,2365203,373693.65701252903,128281.92676036604,1676095.1085315435,8642855.25,158829.7830748695,41458.616997960555
Manufacturing,Seed,4460028,7,-4.176648860757172,662,-1.8971245209178837,330853,588255,645790.9399810758,602081.1781728145,165046.29667316188,4528411.0,165167.5510076008,95881.08667841545
Manufacturing,Mature,7459943,19,35.289368275927096,778,16.068064398530396,429279,3374007,1224192.0856079322,648630.0799794367,251306.19287827358,7082652.666666667,109467.02851659751,191938.2323150738
Retail,Mature,9888737,8,26.67977472869108,433,15.304404404110997,6463714,1586821,1490439.3691183317,809296.5399058044,3827881.7974961093,2792597.4166666665,367761.4835163102,134302.2895375168
Tech,Seed,6251963,8,-2.6657791652260805,923,34.11580394612452,6648089,4389830,909190.3122155294,472128.123802104,3446632.336501176,7500990.25,229384.66905281003,97429.12739672838
Finance,Growth-stage,8676605,18,14.9873517668785,884,38.1365070078831,7508243,779516,1594442.147764139,1020231.6358183777,4702196.712498414,7394807.333333333,93707.84228712769,145405.7987624295
Healthcare,Growth-stage,1358226,15,34.99295591622376,584,44.81409136656951,5836629,3746359,123262.64519830882,82508.1219435729,3859926.9454714293,2411384.6666666665,21610.931549087174,34471.3893991547
Retail,Mature,412264,4,39.75264519093209,993,44.4894635899473,2787194,2135714,78440.26277295871,54981.60531687662,1720409.6180584684,6505225.75,19704.106516844615,19793.484039662115
Healthcare,Seed,3047786,1,1.7588264674427059,810,21.64110164723406,2349078,2897002,207533.18222547267,442417.8645669275,1371720.1264848625,3513510.0,58693.101572281965,32405.34338791228
Manufacturing,Growth-stage,2443072,9,35.571156806402634,676,5.788898373937679,3535696,442215,411557.87097656575,265397.92125406954,1564058.6142030698,3286261.3333333335,31733.394212447303,102777.2938750554
Tech,Growth-stage,2052883,2,30.642932881683627,155,2.7647287152369397,1761097,1698511,389180.92995843914,237970.24597661797,1131209.2899391514,694697.0833333334,77111.82868165651,39672.54601129863
Manufacturing,Mature,7340231,16,13.234956912931064,704,10.281642128552914,7459548,3557427,532896.1883435685,441100.23258934595,5009444.794045199,3654053.3333333335,122080.53068506278,140259.52246550744
Tech,Mature,1739763,18,39.21031829932479,218,32.11809672358054,6528897,4555909,240333.56967816415,109217.07521791698,3680879.7240769444,1780188.0,46618.873369221445,79159.56457805542
Tech,Early-stage,8141673,13,5.0687881358084805,476,41.64459542479251,7904316,2503737,432885.73108142737,1085526.6482599443,4985882.290116481,3495228.3333333335,167796.4501432082,190590.78737180142
Tech,Early-stage,2625335,9,24.466650198779924,368,-2.5560059302839964,5644269,2514046,305535.29981073376,165883.7545980279,2538763.0149446013,2768402.6666666665,70817.43410961873,86934.92750175986
Tech,Growth-stage,3216376,2,7.044656071515142,651,18.702210130604755,1026203,4494717,482407.16175873857,329701.6434851457,623776.1069764743,2617833.75,141959.40195659705,45405.56027764773
Retail,Mature,5937990,4,17.727198574546197,730,33.74553557240751,1578714,875185,541317.9507415179,432971.3358836701,717932.6508583598,5085605.833333333,242426.20327362203,151059.47256454383
Retail,Early-stage,2612620,5,-1.595327403005788,359,-1.0754744058055072,1639839,2372407,328747.81692742015,157404.15492667645,941568.5803539897,3287063.8333333335,36603.84806117976,79708.93742743082
Manufacturing,Growth-stage,5480815,6,8.700392979948049,365,11.265370212897565,7088710,29589,1074338.6581190252,653030.7182341336,3423690.6484840764,3595827.9166666665,215640.42779919275,273834.25265502173
Healthcare,Early-stage,7041176,9,16.689663586016348,71,31.252643391331134,6625673,1260357,468651.33035614935,342445.49272226426,4068684.3758643484,448850.1666666667,88844.91602813824,109702.69087895303
Retail,Growth-stage,5688928,18,13.565670198810945,386,11.712695416845353,188937,618713,572568.0073437913,546344.6336596762,131080.88534978943,1563653.8333333333,84354.09280807662,177228.0263230684
Retail,Early-stage,8128401,5,14.96444707050237,791,4.124943691723477,421036,1566057,1143915.2466413002,803947.1090895014,286666.47947443195,5887544.833333333,163623.9608124732,253121.2258504334
Manufacturing,Mature,7996289,11,18.676620593611574,285,26.084103535199777,4024543,3347242,890508.7117540872,532639.53890469,2032268.3859524943,1665848.75,181365.2455078133,296303.44451572996
Manufacturing,Early-stage,6693928,10,8.479278283867856,488,23.765482870333354,3040476,3720813,967645.1072959,706421.483933407,2077545.2061940182,3691354.0,308325.33925714187,72285.19040691559
Healthcare,Early-stage,8941749,5,12.596233683923504,933,20.080354459728923,4106509,4907239,1748216.0277431994,1023364.9261591004,2145766.956265825,7407709.0,310372.8862737585,229115.09142287893
Healthcare,Early-stage,8010430,4,10.235768735440708,800,49.05565249610614,871375,4284331,527940.624143612,769635.6034786169,583814.5247054182,3288800.0,390289.03518655995,192448.67345924882
Finance,Seed,8342731,16,-6.711004470025108,949,-3.896203289759953,132567,1390249,1199421.918693588,1179839.8236769452,88271.06265665311,6060709.416666667,255832.1590034425,272438.94058311894
Tech,Early-stage,9037794,13,-3.711181331402649,299,28.02900845994298,5409018,1985807,866860.1001339069,428055.56991378556,2291157.7197539588,1145369.3333333333,289570.0676613043,338931.40373775316
Manufacturing,Seed,6568778,11,-2.5181096320416785,312,12.452658324274005,5637048,3688213,536394.0821831066,458686.4943133492,2447016.6386186336,2592850.0,103095.5796140688,263750.5259604341
Retail,Growth-stage,4139853,3,27.005737584518307,561,-3.638836632936173,331779,-284644,786623.9144260033,235982.02035245215,162215.07895305415,3445475.0,153375.0323508872,56365.79209389631
Finance,Early-stage,6657017,19,-7.4349570600479,562,1.6024863351480994,7395582,680135,1325959.8251846712,252957.2074267131,4810279.250453922,4626384.0,149755.1808316747,84830.83501618964
Manufacturing,Seed,7046768,5,-8.392411801263979,963,10.585521292339012,6033985,1086975,1150923.5335561242,762000.4569525133,2887101.6230118587,5617179.0,164801.18251468046,191207.66340388838
Manufacturing,Growth-stage,8586290,10,7.660904351861955,240,28.39234342667173,3667845,4732754,1337194.260263674,671550.7053942933,1770066.4476393296,1916760.0,416556.7401502699,280564.8798528085
Finance,Seed,4995492,5,11.8769706015505,138,-1.7727102295483244,634968,4197190,617457.4541021714,372585.7675920209,383545.97952745174,759920.0,211773.43089914302,192360.69840712604
Tech,Mature,1241352,3,-7.54255621954634,751,-4.434496279436855,5335056,1027031,93568.89078705038,185441.79881936352,3579632.358619119,2893227.5,53596.689100092684,28054.75686030617
Finance,Early-stage,6640028,7,31.647479600108475,371,26.06926412714126,5456550,-44966,763746.7684849983,295618.22685226944,2879997.6091200495,2491234.0833333335,306238.09727017255,126803.65709828747
Tech,Mature,384534,8,4.540532655457389,992,4.223556128837039,2182117,2566961,33205.76549898326,13315.245599115051,1219001.4232616418,7979234.666666667,5997.360257172814,14538.92179513794
Retail,Early-stage,3957275,3,-1.3596393903679918,867,7.9930033239092975,2841085,3940314,198027.1825499272,511049.1321453175,1805695.05347178,4476393.25,185912.77004037768,112247.72889442435
Healthcare,Growth-stage,5693076,1,1.0224185179799363,967,30.73935739833705,7671794,3931407,869901.0389935371,518484.81663017423,3857483.140117285,9462175.583333334,79471.01685146698,99545.96428231767
Retail,Early-stage,1242987,8,3.3473975080908467,399,41.11399299319256,989894,3467533,86247.64919536593,168872.62278633,652883.4644247928,1963046.75,42751.558575932824,55016.69214514565
Retail,Early-stage,2978412,6,23.67044477591881,323,-4.656704081234338,3314439,4943637,235552.24482720208,239150.3461310768,1945779.188609669,1117391.5833333333,91820.84044492063,83078.25068345932
Manufacturing,Growth-stage,3758682,1,3.417995555386703,412,22.35856899528427,2382386,-453215,287142.5260515931,558295.5908828863,1659813.189277827,4001756.0,123742.70934393087,149804.72911615972
Manufacturing,Early-stage,3580090,5,27.6030562275948,159,41.40165723085159,884412,4316158,492914.3383982939,238469.42220574748,603115.386076479,870405.75,95069.47902598485,115496.83498555984
Tech,Seed,9250299,3,29.395494689489908,717,20.594617304912383,7981983,992987,1783239.3701586472,446798.53661621554,3316476.249821761,5710307.5,441317.8381679185,137707.96172016507
Finance,Mature,9664332,2,-5.147820202911154,991,38.28656224655102,72149,-385760,1886746.8593912737,1074612.7482111226,29241.11836571329,8857970.916666666,336357.218382449,190310.77420691284
Manufacturing,Seed,2146339,17,1.0692828259608405,490,22.907976790488597,7034427,278160,329573.9787398368,65361.526564925,3135083.2989189876,3641925.0,91951.05632037744,34358.338731192714
Healthcare,Growth-stage,201396,19,38.818639667419696,439,43.05351423149144,2615129,1435095,36640.430893386096,24098.72443972743,1601837.572417684,4130112.0,9648.594523265776,4711.408415931124
Healthcare,Seed,5148123,11,23.524845233090282,12,33.5097429911335,5362869,4478197,418743.06041909085,577975.9052478729,3571170.9095985875,66939.0,65768.35797480322,103221.34534052269
Retail,Growth-stage,7812023,6,32.77871970240018,739,5.194432783744714,2832542,-443266,527210.2833728828,697130.3740612015,1224278.938401235,4488993.916666667,160572.7340807645,272313.1770367827
Healthcare,Seed,5381705,8,29.79791742330454,766,37.79342357770048,7355691,2042826,632884.8634335991,280474.1644048277,4603491.20028166,3209284.6666666665,96187.64390824936,75323.28823852428
Manufacturing,Growth-stage,4887687,1,26.975374115396953,519,2.7517781656006086,7313882,395769,306897.68667622557,671734.6313487083,4516921.330700319,3868193.5,159888.59731965952,76757.84650869302
Retail,Seed,9902457,7,-3.472325872532158,41,39.04574159298246,6432189,2037387,1055538.971521604,320016.5975070968,4373029.492715713,382366.0,232885.62313248505,182756.21457362938
Tech,Growth-stage,5428767,6,28.591434643294484,747,49.45983103136211,1792125,1089395,633743.8840721713,496927.03189116606,844238.0995329166,2803802.25,201105.9597727498,263541.72707987303
Retail,Early-stage,2440011,14,17.05399219731494,250,-0.4809756243340111,5886088,-355015,318412.9019954181,164811.24560652516,3341449.5430639097,2368687.5,114698.1177253947,94219.61610350412
Retail,Growth-stage,7690967,5,17.115008122126195,744,6.536684262806542,1993618,3383408,701307.6853829874,977333.3434269531,869199.668880573,4789562.0,211758.38105907448,356998.13933523785
Tech,Seed,6599975,17,10.741812483815675,82,24.061676878006402,3590244,4786736,710425.676900037,529176.5064237079,2008194.2806093413,758623.0,87799.50091772273,200612.03937180736
Manufacturing,Seed,5635906,9,4.6156427099701,715,43.953036727603056,253652,-343929,409755.7197422253,721298.7710706252,168083.67445922268,4498601.25,110494.99793590214,127527.7601581121
Tech,Seed,8093129,7,-9.024279074550265,275,-2.722673379152312,2927241,2293750,731303.7322471024,979053.3988620685,1291817.4677211833,1001710.4166666666,339006.5080655864,380517.00240352075
Healthcare,Early-stage,7176602,8,32.80512597623974,808,16.179787525350015,6813899,1040553,935673.3073404161,564667.5159930214,3199227.7715684036,7710676.666666667,341475.6094520487,113355.22194403957
Healthcare,Seed,9587703,12,35.98110322236927,68,4.842283202866739,1021948,4595761,615309.9340353566,1025985.8483010753,701651.3167592782,428864.6666666667,259995.09988157125,249739.41620411043
Tech,Mature,1687606,17,-3.589964328966352,366,17.9909399070927,1886229,2511748,94703.51134266534,59782.17773064415,1301238.2617589945,3634776.5,71085.77557871015,72482.1639690223
Manufacturing,Seed,649694,6,7.39664666213671,923,6.334868787033715,1990483,1052586,111641.97507363923,85234.48504547634,1347859.8778227705,4827982.25,14420.893955739304,14407.758665797997
Tech,Growth-stage,979310,12,11.451287399981954,160,33.93850835145928,4391871,4213959,62523.98604284774,114693.15167283172,1842108.4170694128,1181506.6666666667,35323.924443150856,46042.75578329035
Retail,Seed,3679913,12,17.035851294472113,809,32.25979943253043,395613,2581110,521644.4779102561,144078.29106163367,262318.51658948587,6060960.583333333,118155.96461941523,154327.2049244682
Healthcare,Mature,3503910,13,23.186606472035614,651,24.63434682166864,5265694,2951320,440248.3011942692,469595.59635473165,2311404.737090546,4542135.5,51229.58287428952,119638.4906354598
Finance,Growth-stage,1545955,12,12.808215852374957,232,16.666593403594266,5933874,3142658,144972.62244767684,88493.94519447039,4144308.2571740435,1558305.3333333333,39667.57599013172,29145.857923498796
Retail,Mature,1903530,14,35.154304998577594,653,31.873670116589324,3171896,1309607,141999.84603444696,101807.81562443869,1908524.052685776,6060547.416666667,61437.85788816047,20543.155018797977
Tech,Seed,5378831,17,-0.24760058737827428,152,29.74334289700314,1484784,2695375,420837.1669291925,551887.4026218378,621272.0279737633,524539.3333333334,225043.60841671913,180549.13830510667
Manufacturing,Early-stage,9188569,7,23.324389540380537,667,8.586299961076602,3438487,2832167,823229.9309969542,1176487.613861976,1718109.3918745695,3353509.25,240253.64450082873,199893.11234600045
Retail,Seed,5899457,18,2.542895270340093,635,11.425586131938562,4019872,2474780,844481.2573708708,660977.5836634972,2125858.226619165,5042482.083333333,271333.8673408141,143216.984463145
Tech,Seed,9670417,9,17.59880548392153,873,34.506578604458234,4963052,3561713,1435615.5857410168,746668.0252876575,3164585.1330395327,7249464.75,406799.28353004693,447819.5760380828
Manufacturing,Growth-stage,693876,8,12.812896712261026,822,26.931827569792034,7466884,1579579,39275.78090048789,66212.1701457496,3683076.448013029,5346630.5,21869.423673235535,30185.200338953116
Healthcare,Growth-stage,2819562,10,-2.8154440713142845,747,8.88248237499371,2842042,4628982,154749.28493585513,174685.46278815673,1265804.4315437686,6369420.0,91485.34861037493,67163.12641094884
Healthcare,Mature,4585970,1,15.120258141550934,770,-4.313084091904896,117425,2822085,256625.6994707719,533444.0466767675,75568.80190086525,3552780.0,158637.38267373035,187954.04265298127
Finance,Mature,1949167,15,2.6160229289969728,519,49.14539267239268,4849206,4000214,192834.8066644762,272503.5201203125,1999795.727280878,5171056.5,87994.8553318485,35500.4805596951
Manufacturing,Seed,3439798,15,17.6187724089459,36,32.33176971949717,3040128,-369346,670529.2833522327,241942.6311813352,1540396.8881946844,307173.0,140528.15945192776,159585.5779650239
Retail,Seed,2108521,4,39.576668242819025,806,10.248889188348365,492792,3896517,133999.9274488758,239904.51975448788,283255.15946465416,6142324.5,71075.71149012231,41086.57168734101
Retail,Growth-stage,4491499,19,-2.965272315063191,918,-3.243241251648754,1500975,996031,333220.7609844382,584615.9799491726,665777.9521760825,6820434.0,99292.68949941732,217461.68190606395
Tech,Mature,4584925,11,-1.655913192545329,407,39.792219934150026,988557,4694334,410139.43178402906,381715.84610203345,542724.1175578921,2389361.3333333335,169421.41754175167,136927.24140306198
Manufacturing,Growth-stage,7102664,15,7.144765684675683,479,5.045121981618072,7263199,547844,650213.7456261097,228546.3516571096,4532172.050400604,3109548.25,105901.01405991628,311369.5898523294
Tech,Seed,7491436,4,32.62136860840101,975,4.998392728168053,1131018,4916848,846532.7703550052,627656.9856320131,775777.8546246588,8627206.25,118359.37945853011,339575.7825690654
Retail,Growth-stage,3377474,10,-3.1940945757383012,974,15.38650012124888,766980,748003,289941.40471449215,177151.11479052607,445471.8872848228,8946108.833333334,122225.68615555916,157578.96064322267
Retail,Seed,1980732,10,17.016225344718748,337,30.811231780625228,4393735,630236,172164.11440400366,137754.8095037955,1882414.096347411,1769390.4166666667,42854.19930445489,97217.29750261738
Manufacturing,Mature,3105417,2,-1.3804282248454278,61,31.55247561667528,7084421,474188,387870.61290362163,175542.96146095285,4179215.711797286,532179.25,130474.29355167973,130619.69620376619
Tech,Growth-stage,1778029,8,19.4668829039625,396,13.222120997817747,6639232,3213710,183105.92808948373,197151.15855570626,3609162.2446618,1867470.0,38091.77207889331,46883.652024634444
Tech,Growth-stage,2951005,19,23.42147691564218,73,33.0581953132156,1901115,3467197,380072.0361650965,264357.68789348344,1139987.8494748715,253863.58333333334,93780.45588157931,106128.6093003221
Tech,Early-stage,2049198,15,15.234638945813415,368,43.73308106745269,4291075,2607199,212827.7090284348,115344.18862635958,1766552.4750778382,1392144.0,87381.2539385817,57198.06139522258
